#,Player,UUID,Country,Role,Bowling Style,Bowl Balls,Wickets,Economy,Bat Innings,Bat Runs,Style
2486,Ahmed Safi Abdullah,fb23118c,Pakistan,Batter,,48,4,8.12,2,9,nan
2487,Ashar Zaidi,9bab2b81,Pakistan,Batter,,48,0,7.38,2,8,nan
2488,BG Drew,751f4b9b,,Batter,,48,2,7.12,2,15,nan
2489,DR Salpietro,a6ae5f7f,,Batter,,48,1,8.12,2,13,nan
2490,M Clarke,a4ff3629,India,Batter,,48,0,11.5,2,12,nan
2491,G Mahlokwana,d92d8446,,Batter,,48,4,8.38,2,3,nan
2492,EH Hutchinson,e6ddab51,United States of America,Batter,,48,2,3.62,1,16,nan
2493,Waqar Abbasi,9e287ee3,Romania,Batter,,48,2,5.62,1,0,nan
2494,G Johnson,ceec82cd,St Helena,Batter,,48,1,6.5,1,2,nan
2495,Zain Ali,cccac242,Italy,Batter,,48,4,5.25,1,0,nan
2496,S Simpson,c8ea9add,Jersey,Batter,,48,6,5.38,1,8,nan
2497,AJ Hall,6b0c3a20,South Africa,Batter,,48,3,7.38,1,11,nan
2498,R Telemachus,543b4a1f,South Africa,Batter,,48,1,8.0,1,5,nan
2499,G Goudie,59f509ed,Scotland,Batter,,48,1,8.62,1,1,nan
2500,D Kalyankrishna,94bc776b,,Batter,,48,2,10.62,1,3,nan
2501,C Nanda,f24ca2ba,India,Batter,,48,2,6.88,1,0,nan
2502,Ali Majid,0e9b0f64,Pakistan,Batter,,48,2,7.5,1,9,nan
2503,Faisal Akram,14661bf3,Pakistan,Batter,,48,2,8.12,1,4,nan
2504,DMK Grant,5390f178,Australia,Batter,,48,3,6.0,1,1,nan
2505,M Bean,d0eb7868,Australia,Batter,,48,2,9.12,1,1,nan
2506,AR Beadle,bb1c1950,,Batter,,48,1,7.62,1,7,nan
2507,M Shiraz,cdac5a3d,Pakistan,Batter,,48,2,10.38,1,9,nan
2508,DS Thilakaratne,a2198010,,Batter,,48,4,8.5,1,21,nan
2509,MS Crane,f0a0204e,England,Batter,,48,1,7.75,0,0,nan
2510,CC Blake,e91933cb,Vanuatu,Batter,,48,1,5.62,0,0,nan
2511,AS Abioye,51e0e79f,Nigeria,Batter,,48,3,8.5,0,0,nan
2512,Sandeep Nair,6ceec40d,Bulgaria,Batter,,48,2,7.75,0,0,nan
2513,Sabir Ali,2a04400b,United Arab Emirates,Batter,,48,3,8.12,0,0,nan
2514,Iftikhar Anjum,6adf9347,Pakistan,Batter,,48,1,8.38,0,0,nan
2515,LS Baker,441b1b20,West Indies,Batter,,48,2,7.0,0,0,nan
2516,Athar Mahmood,55d3d4e8,Pakistan,Batter,,48,0,6.12,0,0,nan
2517,Zia-ul-Haq,99c81226,Pakistan,Batter,,48,3,7.88,0,0,nan
2518,C Stow,3f9ec1d2,,Batter,,48,3,7.75,0,0,nan
2519,Akeem Jordan,77bf0483,India,Batter,,48,5,9.38,0,0,nan
2520,Danish Aziz,a4799701,Pakistan,Batter,,47,2,10.47,10,148,nan
2521,Qasim Akram,b6359668,Pakistan,Batter,,47,3,7.15,10,158,nan
2522,Ethan D'Souza,31ca7a9c,United Arab Emirates,Batter,,47,5,6.51,7,107,nan
2523,V Jayant,6535cc7b,Lesotho,Batter,,47,1,8.55,6,28,nan
2524,D Salunkhe,0264c10e,India,Batter,,47,1,8.81,3,33,nan
2525,MD Garratt,aa4154ad,Gibraltar,Batter,,47,2,7.79,2,5,nan
2526,SC Meaker,eb9cb105,England,Batter,,47,2,7.53,0,0,nan
2527,EL Hawken,a0936692,,Batter,,47,1,8.04,0,0,nan
2528,N Pathan,25bc2d36,Thailand,Batter,,46,3,9.78,8,149,nan
2529,AJ Michael,d68f4aa1,Samoa,Batter,,46,2,6.78,5,66,nan
2530,J Henry,68e7e8d5,St Helena,Batter,,46,2,8.22,3,20,nan
2531,MG Hunter,f08adc01,Gibraltar,Batter,,45,3,5.47,2,28,nan
2532,KTGD Prasad,9b79b9de,Sri Lanka,Batter,,45,1,12.13,1,7,nan
2533,ML Lewis,8b8745fd,Australia,Batter,,45,4,6.53,0,0,nan
2534,JM Herrick,44ec8c4a,,Batter,,45,0,7.73,0,0,nan
2535,ST de Silva,54ef649e,Sri Lanka,Batter,,44,3,10.64,11,119,nan
2536,JEA Doctora,43449b1e,Philippines,Batter,,44,3,8.05,10,73,nan
2537,RL Bhudia,47d00fb5,Kenya,Batter,,44,0,10.36,3,20,nan
2538,Paras Singh,014da3d8,Hong Kong,Batter,,44,2,9.0,0,0,nan
2539,K Pitman,88b4d220,West Indies,Batter,,44,3,9.27,0,0,nan
2540,Ahmed Faiz,f6b4f746,Malaysia,Batter,,43,1,5.58,78,1734,nan
2541,M Campopiano,26d80a9d,Italy,Batter,,43,2,5.58,19,463,nan
2542,Hammad Azam,57bd3ecc,Pakistan,Batter,,43,0,10.74,15,128,nan
2543,CA Keita,5b9b8d98,Mali,Batter,,43,4,6.98,9,47,nan
2544,M Fontaine,1339f52a,Hungary,Batter,,43,3,6.42,7,39,nan
2545,Nazmul Huda,837be376,Timor-Leste,Batter,,43,3,7.53,7,22,nan
2546,Salman Patel,4909a5f6,Zambia,Batter,,43,2,9.07,6,32,nan
2547,Z McLaughlin,679302a1,Cayman Islands,Batter,,43,2,7.53,2,6,nan
2548,SK Gedara,84c5c2f2,Sweden,Batter,,43,3,8.37,1,5,nan
2549,H Klaasen,235c2bb6,South Africa,Batter,,42,1,9.71,118,2823,nan
2550,MK Tiwary,26e5cabf,India,Batter,,42,1,11.14,84,1710,nan
2551,RG Mukasa,011f6b42,Uganda,Batter,,42,0,5.71,46,993,nan
2552,H Davids,9c9f8dbc,South Africa,Batter,,42,1,7.43,41,801,nan
2553,M Manhas,c42aaf71,,Batter,,42,0,6.0,38,514,nan
2554,GH Vihari,94253925,,Batter,,42,1,6.57,23,284,nan
2555,J Baker,a12672e0,Cayman Islands,Batter,,42,3,8.14,21,753,nan
2556,AUKDS Kalugala,e2d1822f,Cyprus,Batter,,42,2,6.29,14,212,nan
2557,IP Swaney,430b7399,Singapore,Batter,,42,2,14.14,10,97,nan
2558,J van Heerden,01549705,Germany,Batter,,42,4,6.43,9,271,nan
2559,PD Hennessy,a3b9191a,Spain,Batter,,42,3,6.14,8,134,nan
2560,Aryan Lakra,099135ad,United Arab Emirates,Batter,,42,2,6.57,8,50,nan
2561,Shamsullah Ehsan,356bf068,Turkey,Batter,,42,3,8.86,8,71,nan
2562,Sikander Zulfiqar,3b572f28,Netherlands,Batter,,42,2,8.0,7,43,nan
2563,A Manousis,b672e825,Greece,Batter,,42,2,7.0,6,39,nan
2564,Saran Aslam,2a00735b,Denmark,Batter,,42,2,6.57,6,78,nan
2565,GJ van Rensburg,602db3d9,Namibia,Batter,,42,2,7.57,6,79,nan
2566,JJ Tucker,bceb1b07,Bermuda,Batter,,42,1,8.14,5,94,nan
2567,RR Watson,a670d624,Scotland,Batter,,42,3,8.0,5,55,nan
2568,Sinan Khan,251eb801,Greece,Batter,,42,3,9.0,4,34,nan
2569,Sajid Khan Afridi,edc950ce,Greece,Batter,,42,1,9.86,4,66,nan
2570,A Busing-Volschenk,e9e37173,Namibia,Batter,,42,4,7.57,4,26,nan
2571,Saurabh Kumar,afb1e61d,South Korea,Batter,,42,1,11.71,4,5,nan
2572,Muhammad Faizan,1574f3fe,Pakistan,Batter,,42,3,10.14,4,23,nan
2573,ND Paranavithana,4e602f29,Australia,Batter,,42,1,6.86,4,15,nan
2574,Arsalan Ahmed,e0febd97,Greece,Batter,,42,2,9.57,3,35,nan
2575,Merwais Shinwari,6755b6c7,Slovenia,Batter,,42,3,7.86,3,12,nan
2576,L Monanthane,07e5bda2,Lesotho,Batter,,42,1,5.43,3,11,nan
2577,O Sam Arthur,11c35bf1,Costa Rica,Batter,,42,2,6.29,3,33,nan
2578,S Hunter,aac584a8,Turks and Caicos Island,Batter,,42,0,5.71,3,25,nan
2579,KR Jha,9bdb9aa9,Austria,Batter,,42,4,6.29,3,8,nan
2580,C Shivakumar,a02a0e07,Singapore,Batter,,42,0,9.14,3,27,nan
2581,N Davidovic,e48c6ec7,Croatia,Batter,,42,4,7.14,2,20,nan
2582,KK Dobell,d792374d,Japan,Batter,,42,3,5.0,2,3,nan
2583,MM Siddique,48024cf4,Japan,Batter,,42,3,4.14,2,29,nan
2584,Umair Sharif,a19db58e,Saudi Arabia,Batter,,42,1,9.0,2,14,nan
2585,Aarnav Patel,b66201dd,Kenya,Batter,,42,3,6.86,2,2,nan
2586,Altaf Gill,b9b194d6,South Korea,Batter,,42,2,8.14,2,4,nan
2587,J Thomas,11b785d6,St Helena,Batter,,42,1,5.29,2,7,nan
2588,A Gulati,82903f3a,Bahamas,Batter,,42,2,11.86,2,6,nan
2589,Z Motara,e796c63a,West Indies,Batter,,42,1,11.14,2,3,nan
2590,EHSN Silva,7572bf45,United Arab Emirates,Batter,,42,2,8.29,2,16,nan
2591,Abdul Nasir,494a0503,Pakistan,Batter,,42,1,5.86,2,1,nan
2592,Saad Masood,b2498b5d,Pakistan,Batter,,42,1,9.71,2,17,nan
2593,IA Moran,5ce5204c,,Batter,,42,2,9.29,2,21,nan
2594,O Nyaku,9b442f95,,Batter,,42,2,8.0,2,5,nan
2595,Imran Butt,cc3fb3b3,Bahrain,Batter,,42,3,9.29,1,12,nan
2596,H Dandapani,9960a421,Finland,Batter,,42,2,8.43,1,17,nan
2597,KD Mehta,a18461a2,Czech Republic,Batter,,42,4,5.71,1,1,nan
2598,G Axtell,e6a7c6e2,Bahrain,Batter,,42,1,5.71,1,0,nan
2599,VM Nyauchi,1bd16445,Zimbabwe,Batter,,42,3,8.71,1,1,nan
2600,Shahzeb Choudhry,43f3c050,Sweden,Batter,,42,2,3.57,1,0,nan
2601,R Mondol,492ff0c2,Bangladesh,Batter,,42,4,8.43,1,0,nan
2602,Khalander Mustafa,df6534ac,Saudi Arabia,Batter,,42,4,6.86,1,4,nan
2603,T Mpatane,e1846e12,Botswana,Batter,,42,2,8.86,1,0,nan
2604,MJ Tugaga,526a1047,Samoa,Batter,,42,0,5.43,1,3,nan
2605,Aqif Farooq,16d52916,Kuwait,Batter,,42,2,8.57,1,1,nan
2606,Ugyen Dorji,ffb65f46,Bhutan,Batter,,42,1,6.71,1,0,nan
2607,MS Kasprowicz,8d0ea930,Australia,Batter,,42,5,8.0,1,3,nan
2608,J Lewis,6c75310b,England,Batter,,42,4,7.86,1,1,nan
2609,J Louw,9c1ccdea,South Africa,Batter,,42,2,6.86,1,1,nan
2610,KO Meth,9fbc7bc4,Zimbabwe,Batter,,42,0,8.43,1,6,nan
2611,L Nou,9f500ddb,Papua New Guinea,Batter,,42,1,5.57,1,2,nan
2612,D du Preez,d7a57f75,India,Batter,,42,4,7.57,1,10,nan
2613,L Ablish,8b9704ae,Pakistan,Batter,,42,3,10.29,1,0,nan
2614,Arish Ali,1e9b3b23,Pakistan,Batter,,42,4,9.0,1,0,nan
2615,Ashir Qureshi,ed54033c,Pakistan,Batter,,42,1,8.71,1,0,nan
2616,GA West,9dfd54a5,Australia,Batter,,42,2,11.43,1,0,nan
2617,SM Elliott,00cda8e4,Australia,Batter,,42,0,8.57,1,2,nan
2618,SA Lewis,30f4ac6f,India,Batter,,42,1,7.57,1,1,nan
2619,AM Ghazanfar,9ca68676,,Batter,,42,2,6.43,1,1,nan
2620,S Saeed,25ef10a2,Maldives,Batter,,42,1,7.57,0,0,nan
2621,K Dorji,f9b9883f,Bhutan,Batter,,42,2,9.0,0,0,nan
2622,P Masih,796ffb22,Romania,Batter,,42,2,3.57,0,0,nan
2623,JL de Mey,c9f851b0,Netherlands,Batter,,42,1,9.0,0,0,nan
2624,C Pervez,7bf34437,Canada,Batter,,42,3,6.86,0,0,nan
2625,JT Darrell,69649715,Bermuda,Batter,,42,3,3.0,0,0,nan
2626,Jitesh Patel,a2f790a8,Malta,Batter,,42,1,7.71,0,0,nan
2627,Assad Mehmood,71b1e668,Portugal,Batter,,42,1,3.43,0,0,nan
2628,TZ Chataira,2e4d5f94,Zimbabwe,Batter,,42,5,6.0,0,0,nan
2629,PDRL Perera,f6b5d11a,Sri Lanka,Batter,,42,0,10.14,0,0,nan
2630,GB Brent,da785bf8,Zimbabwe,Batter,,42,2,7.29,0,0,nan
2631,A Martin,3cacbb57,West Indies,Batter,,42,1,6.57,0,0,nan
2632,MB van Schelven,aef2982e,Netherlands,Batter,,42,3,4.29,0,0,nan
2633,Aftab Ibrahim,8d42cee6,Pakistan,Batter,,42,3,8.43,0,0,nan
2634,K Anjula,363e36a7,,Batter,,42,0,12.57,0,0,nan
2635,M Tharupathi,ec0b9258,,Batter,,42,1,8.86,0,0,nan
2636,AE Isesele,5249f9c4,Nigeria,Batter,,41,4,9.07,16,121,nan
2637,Mohamed Coulibaly,86ea6123,Mali,Batter,,41,2,8.63,8,20,nan
2638,C Zavoiu,6b96bebf,Romania,Batter,,41,3,8.49,6,19,nan
2639,NJ Astle,99639abf,New Zealand,Batter,,41,4,7.32,4,74,nan
2640,Irfan Safi,6c53ffb2,Austria,Batter,,41,3,9.22,2,17,nan
2641,RAJ Smith,6daf5e8c,Scotland,Batter,,41,0,9.51,1,9,nan
2642,D Gough,fcbf5a30,England,Batter,,41,3,6.88,0,0,nan
2643,V Ravindran,e5ecb1ef,Hungary,Batter,,40,4,3.0,19,575,nan
2644,Hamid Safi,ec4ae12d,Austria,Batter,,40,4,10.8,13,157,nan
2645,V Zanko,4a78f962,Croatia,Batter,,40,3,7.65,9,57,nan
2646,Waleed Rana,c4281e43,Italy,Batter,,40,3,7.95,3,37,nan
2647,AUK Pathan,3ae3f034,India,Batter,,39,0,8.77,7,39,nan
2648,Ibrar Ahmad,9dc8bc5c,Hungary,Batter,,39,6,7.54,2,8,nan
2649,RLB Rambukwella,5a892f36,Sri Lanka,Batter,,39,1,7.08,1,19,nan
2650,TL Chivanga,61fb296e,Zimbabwe,Batter,,39,0,9.08,0,0,nan
2651,K Macheka,9124e5ee,Zimbabwe,Batter,,39,4,6.92,0,0,nan
2652,SJ Harmison,c16d2e28,England,Batter,,39,1,6.0,0,0,nan
2653,I Tchakou,4d2b96b4,Cameroon,Batter,,38,4,6.79,14,74,nan
2654,Salman Fayyaz,73cbe848,Pakistan,Batter,,38,2,9.16,2,10,nan
2655,A Denuwan,96912eac,Italy,Batter,,38,1,7.42,0,0,nan
2656,DV Devjani Mutreja,c872d657,Mexico,Batter,,37,4,7.46,5,6,nan
2657,AO Suji,b15eaf77,Kenya,Batter,,37,0,6.97,2,11,nan
2658,AM Tribe,86f84b37,Jersey,Batter,,36,0,5.17,19,433,nan
2659,S Foster,3595ad3b,Cayman Islands,Batter,,36,0,10.17,17,239,nan
2660,D Elgar,33085ffb,,Batter,,36,1,8.0,15,418,nan
2661,VE Tembo,1439a13c,Mozambique,Batter,,36,1,12.5,14,138,nan
2662,D Gim,3a1c34e6,Nigeria,Batter,,36,2,10.83,12,64,nan
2663,GG Banner,aeb893b4,Belize,Batter,,36,3,7.83,11,91,nan
2664,Ashfaq Ahmed,9d1f42c6,United Arab Emirates,Batter,,36,2,5.33,10,128,nan
2665,JL Ontong,55f33b32,South Africa,Batter,,36,1,13.67,10,158,nan
2666,WG Bosisto,04ef663a,Australia,Batter,,36,1,7.33,10,102,nan
2667,Gurdeep Singh,31865a5b,Kenya,Batter,,36,2,9.5,9,167,nan
2668,STRA de Silva,21fe743b,Seychelles,Batter,,36,0,12.0,8,116,nan
2669,SD Chitnis,facb9086,Pakistan,Batter,,36,2,9.0,8,99,nan
2670,J Hill,5481bd91,Philippines,Batter,,36,3,8.17,7,34,nan
2671,K Mendon,015dc0cd,Czech Republic,Batter,,36,1,5.0,6,121,nan
2672,LR Gaonkar,e51abd5e,Panama,Batter,,36,1,7.17,6,67,nan
2673,S Kharvi,41a61623,Indonesia,Batter,,36,4,9.83,6,98,nan
2674,ZR Jaboneke,438aef39,Tanzania,Batter,,36,1,3.83,5,32,nan
2675,M Jenkinson,68f7caf9,Finland,Batter,,36,2,8.33,5,89,nan
2676,AK Kitchen,63a1874a,New Zealand,Batter,,36,2,7.5,4,38,nan
2677,JS Henriksen,2c6052a6,Denmark,Batter,,36,1,13.17,4,44,nan
2678,V Rathinasamy,305c9b8a,Croatia,Batter,,36,2,5.33,4,25,nan
2679,J Daley,7b6623bc,Turks and Caicos Island,Batter,,36,3,4.33,4,87,nan
2680,JH Stander,4373c57e,Scotland,Batter,,36,2,11.83,4,25,nan
2681,RJG Lockyear,c8e7c983,Australia,Batter,,36,1,9.17,4,34,nan
2682,Sarfaraj Patel,f15d17c7,Lesotho,Batter,,36,3,5.83,3,19,nan
2683,Mohamed Khan,13501ff4,Sierra Leone,Batter,,36,3,6.17,3,6,nan
2684,VC Ahir,0bb68705,Panama,Batter,,36,0,8.83,3,27,nan
2685,S Fouché,89ce57a8,Namibia,Batter,,36,1,8.5,3,43,nan
2686,W Perchard,511871c6,Jersey,Batter,,36,0,7.5,3,34,nan
2687,M Grzinic,58fba7cb,Croatia,Batter,,36,4,3.0,3,12,nan
2688,Dayal Joy,48fd691d,Slovenia,Batter,,36,1,9.17,3,12,nan
2689,Md Shuayeb,66000a39,Cambodia,Batter,,36,4,8.0,3,6,nan
2690,Tillakaratne Sampath,dc002962,,Batter,,36,0,10.17,3,24,nan
2691,J Nyumbu,024a173d,Zimbabwe,Batter,,36,0,12.67,2,7,nan
2692,Vimal Kumar,b6a85ead,Philippines,Batter,,36,0,11.17,2,18,nan
2693,T Singye,e454c356,Bhutan,Batter,,36,1,9.0,2,17,nan
2694,Ashraful Shuvo,9bb259b4,Estonia,Batter,,36,0,6.67,2,7,nan
2695,Edward Taylor,9adb9f71,Chile,Batter,,36,2,5.67,2,17,nan
2696,G Kuthalingham,faff7eac,Turks and Caicos Island,Batter,,36,1,4.83,2,7,nan
2697,B Keganne,cc550389,Botswana,Batter,,36,2,9.83,2,5,nan
2698,Nazmul Hossain,5e5eab39,Bangladesh,Batter,,36,1,9.33,2,3,nan
2699,JM Davison,5471024e,Canada,Batter,,36,1,7.0,2,0,nan
2700,S Dhaniram,123e663a,Canada,Batter,,36,1,5.17,2,5,nan
2701,KS Lokuarachchi,3b50c63a,Sri Lanka,Batter,,36,2,7.0,2,11,nan
2702,RJ Campbell,f6993a56,Hong Kong,Batter,,36,0,6.5,2,9,nan
2703,A Uniyal,fdcb08c2,India,Batter,,36,2,10.67,2,4,nan
2704,CS Sandri,b7ccb3c9,,Batter,,36,2,8.83,2,22,nan
2705,GS Dinusha,4bbfddd5,,Batter,,36,3,9.67,2,45,nan
2706,W Sahan,d86d276e,Pakistan,Batter,,36,0,10.0,2,0,nan
2707,S Ogundipe,bbd365ad,Nigeria,Batter,,36,1,4.0,1,1,nan
2708,T Shanmugam,60fc2c8c,Seychelles,Batter,,36,1,5.83,1,8,nan
2709,AA Hussein,60ef3ddb,Tanzania,Batter,,36,2,8.5,1,1,nan
2710,P Pirabakaran,5ab659d9,France,Batter,,36,4,6.83,1,13,nan
2711,Hazrat Luqman,fdc1ac0f,United Arab Emirates,Batter,,36,1,9.67,1,8,nan
2712,SA Pradhan,f1c8a09b,Singapore,Batter,,36,1,9.17,1,2,nan
2713,UWMBCA Welegedara,dd37da14,Sri Lanka,Batter,,36,1,9.33,1,2,nan
2714,EC Rainsford,f771a151,Zimbabwe,Batter,,36,0,10.33,1,1,nan
2715,R Ninan,ce4cc4d5,India,Batter,,36,3,10.83,1,3,nan
2716,GD Pope,0077eaa3,West Indies,Batter,,36,2,5.33,1,0,nan
2717,P Subrayen,7ec9711d,Australia,Batter,,36,0,9.83,1,1,nan
2718,Ali Naqi,7db29f25,Portugal,Batter,,36,0,6.5,0,0,nan
2719,Muhammad Ansar,83f59aa3,Kuwait,Batter,,36,3,9.0,0,0,nan
2720,R Agamiire,43ae7b1c,Uganda,Batter,,36,1,1.33,0,0,nan
2721,TO Carmichael,a9a76481,United States of America,Batter,,36,0,7.0,0,0,nan
2722,S Biko,b501b61e,Kenya,Batter,,36,1,5.5,0,0,nan
2723,SM Dhakal,9db1b072,Nepal,Batter,,36,1,7.0,0,0,nan
2724,JA Turner,cdd875d9,England,Batter,,36,1,10.5,0,0,nan
2725,I Mwebaze,b4b88cdd,Uganda,Batter,,36,1,5.33,0,0,nan
2726,F Zirahangaje,4de681b8,Rwanda,Batter,,36,1,8.17,0,0,nan
2727,Abul Hasan,5c756df3,Bangladesh,Batter,,36,2,10.0,0,0,nan
2728,PH Solanki,c695b423,India,Batter,,36,2,6.33,0,0,nan
2729,RS Hangargekar,c3c92b42,India,Batter,,36,3,8.83,0,0,nan
2730,Raja Farzan,38d1def2,Pakistan,Batter,,36,2,4.83,0,0,nan
2731,Tayyab Abbas,6b972db7,Pakistan,Batter,,36,2,7.83,0,0,nan
2732,Adnan Rasool,b8a75ca8,Pakistan,Batter,,36,0,10.33,0,0,nan
2733,T Whitney,97af3515,Australia,Batter,,36,2,8.83,0,0,nan
2734,ADS Fletcher,1bae756b,West Indies,Batter,,35,1,8.74,217,5267,nan
2735,A Badoni,872b03f7,,Batter,,35,4,8.4,46,963,nan
2736,A Kaul,53d0b0dc,Singapore,Batter,,35,4,5.31,8,51,nan
2737,Thomas Balkin,61c4f340,Australia,Batter,,35,3,7.2,2,1,nan
2738,D Mohammed,77079be1,,Batter,,35,1,7.71,2,3,nan
2739,RG More,b2b23612,India,Batter,,35,1,9.77,1,2,nan
2740,W Barresi,0d677597,Netherlands,Batter,,34,2,8.65,37,750,nan
2741,MO Kain,60b46ad1,United States of America,Batter,,34,0,9.35,6,71,nan
2742,Sikder Billah,aa76333b,Bahrain,Batter,,34,2,6.35,5,51,nan
2743,Niaz Ali,e33a357d,Hong Kong,Batter,,34,0,7.76,2,12,nan
2744,Anskumar Ahir,1b62ed99,Panama,Batter,,34,1,6.0,1,2,nan
2745,AJ McKay,de3acffe,New Zealand,Batter,,34,2,5.12,1,0,nan
2746,Muhammed Imran,5278cecc,Oman,Batter,,33,4,7.27,2,1,nan
2747,Sukhkaran Sahi,1e43a8c8,Romania,Batter,,33,1,9.64,1,1,nan
2748,Zahid Hussain,1e5708ac,Canada,Batter,,33,0,5.45,1,1,nan
2749,K Alleyne,6b07035d,India,Batter,,32,3,12.0,19,342,nan
2750,DP Michael,9815de17,Samoa,Batter,,32,2,9.38,7,162,nan
2751,SF Nhavotso,8b6aebf7,Mozambique,Batter,,32,1,7.31,3,12,nan
2752,Mohammad Irfan (5),32885b08,Pakistan,Batter,,32,0,12.56,2,4,nan
2753,Anmoldeep Singh,5db10a22,Italy,Batter,,32,0,8.44,1,2,nan
2754,H Khuttan,9c48bdee,Portugal,Batter,,32,0,7.88,1,1,nan
2755,C Wijesinghe,0a2d45b0,,Batter,,32,5,7.88,1,6,nan
2756,I Manack,5ec126fa,,Batter,,32,1,7.88,0,0,nan
2757,DSK Madushanka,248698f4,Sri Lanka,Batter,,31,2,11.03,0,0,nan
2758,DJ Malan,ad9c32a2,England,Batter,,30,1,10.4,101,2844,nan
2759,BRM Taylor,53597be1,Zimbabwe,Batter,,30,1,3.4,59,1281,nan
2760,F Behardien,dce2019b,South Africa,Batter,,30,3,5.4,42,698,nan
2761,Manan Ali,d0b643e1,Saudi Arabia,Batter,,30,0,8.2,36,704,nan
2762,Shashank Singh,26989d80,,Batter,,30,1,10.2,33,773,nan
2763,A Johnson,a28a7fba,Canada,Batter,,30,0,7.2,31,910,nan
2764,US Hathinjar,5f77f23a,Cambodia,Batter,,30,3,7.8,28,472,nan
2765,MN Waller,ec4dada1,Zimbabwe,Batter,,30,0,8.4,23,507,nan
2766,Anoop Orsu,488b7e22,Luxembourg,Batter,,30,1,8.6,22,269,nan
2767,DJ Harris,39f82db3,,Batter,,30,0,10.0,17,348,nan
2768,S Vesawkar,3de06845,Nepal,Batter,,30,0,8.2,16,266,nan
2769,C Roberts,07ac9c54,France,Batter,,30,4,5.8,16,391,nan
2770,AS Raut,c69a7b5c,India,Batter,,30,0,8.8,16,194,nan
2771,Iqbal Hossain,e1824e7d,Austria,Batter,,30,3,5.8,14,381,nan
2772,J Merlo,02ba80a0,,Batter,,30,0,8.0,14,79,nan
2773,Muhammad Zohaib,8f75193e,United Arab Emirates,Batter,,30,1,3.6,12,256,nan
2774,J Seymour,cb54a1d6,,Batter,,30,0,5.6,12,154,nan
2775,DF Jacobs,de896b79,Thailand,Batter,,30,4,5.2,9,102,nan
2776,CJ Delany,3bc56bd6,Gibraltar,Batter,,30,0,10.0,9,210,nan
2777,Muhammad Amin,ce9ce42f,Swaziland,Batter,,30,1,6.8,9,82,nan
2778,Vishaul Singh,8d913205,Suriname,Batter,,30,2,8.4,8,70,nan
2779,K Modise,b7f70e36,Botswana,Batter,,30,3,8.2,7,58,nan
2780,Alok Kapali,54279e23,Bangladesh,Batter,,30,2,6.8,7,57,nan
2781,Azhar Ali,211de69f,Pakistan,Batter,,30,0,6.0,7,183,nan
2782,I Master,90ddee48,Botswana,Batter,,30,0,10.6,6,49,nan
2783,AM Oyede,21946d0d,Nigeria,Batter,,30,0,6.0,6,46,nan
2784,TW Samuels,df3438ae,Belize,Batter,,30,0,8.8,5,32,nan
2785,SP Krishnamurthi,3b8e7647,United States of America,Batter,,30,2,4.2,5,90,nan
2786,S Kubheka,d0178c53,Swaziland,Batter,,30,0,9.2,4,7,nan
2787,AB Mengoumou,8ad3d034,Cameroon,Batter,,30,1,13.4,4,8,nan
2788,T Martin,32e97806,Luxembourg,Batter,,30,2,8.6,4,96,nan
2789,RV Viraj,a744d530,Cambodia,Batter,,30,2,12.6,4,30,nan
2790,JN du Plooy,945f5357,Hungary,Batter,,30,1,10.0,4,85,nan
2791,Samarth Shetty,324e5c36,Sweden,Batter,,30,3,7.0,4,26,nan
2792,Kuldeep Lal,8a1d0222,Spain,Batter,,30,2,10.4,3,27,nan
2793,Asif Iqbal,ddcb8503,South Korea,Batter,,30,2,8.4,3,36,nan
2794,Davion Codner,6a84b40e,Cayman Islands,Batter,,30,1,8.6,3,8,nan
2795,JWM Dalrymple,1afdbdbf,England,Batter,,30,2,7.4,3,60,nan
2796,MA Khote,0d232ffd,India,Batter,,30,2,10.2,3,24,nan
2797,GM Thomson,b06d95da,,Batter,,30,1,8.4,3,88,nan
2798,Zahid Abbas,dce01d1e,Kenya,Batter,,30,1,6.4,2,11,nan
2799,Ashish Rana,126c3f6f,Estonia,Batter,,30,3,4.8,2,5,nan
2800,E Samson,d11272c4,Israel,Batter,,30,2,6.8,2,3,nan
2801,SRMJJ Arachchilage,c9473a95,Cyprus,Batter,,30,0,4.6,2,6,nan
2802,Muhammet Kursat,dc53a969,Turkey,Batter,,30,2,5.8,2,0,nan
2803,Amit Uniyal,085071f2,Chile,Batter,,30,1,6.0,2,11,nan
2804,C Cassell,2d03c3f8,Scotland,Batter,,30,2,13.0,2,3,nan
2805,AZ Shah,e0c5125f,Fiji,Batter,,30,1,10.2,2,5,nan
2806,A Kuthalingham,fd4809c8,Turks and Caicos Island,Batter,,30,1,4.6,2,37,nan
2807,H Elder,637c65f1,Switzerland,Batter,,30,1,5.2,2,2,nan
2808,Abdul Salman Khan,3e86080b,Saudi Arabia,Batter,,30,1,7.0,2,8,nan
2809,U Bhatti,c66d9486,Canada,Batter,,30,1,7.6,2,19,nan
2810,Mohammad Tauqir,eb7af112,United Arab Emirates,Batter,,30,0,6.8,2,4,nan
2811,XA Crone,e5ee7c83,,Batter,,30,0,10.2,2,2,nan
2812,JJ Athanaze,506caa6a,,Batter,,30,2,8.0,2,1,nan
2813,ZK Shem,87ffd217,Vanuatu,Batter,,30,1,9.8,1,1,nan
2814,Charanjeet Singh,cb4a3840,Italy,Batter,,30,1,7.0,1,8,nan
